"DateTime_hr","chamber","T_treatment","HWtrt","combotrt","PAR","PPFD_Avg","Tair_al","TargTempC_Avg","VPD","Photo","Trans","FluxCO2","FluxH2O","LeafArea","Tdiff","leaftoairVPD","gs","Atogs"
2016-11-02 08:30:00,"C09","ambient","HW","ambient_HW",1364,1317.9,29.1135891278585,28.8286666666667,1.91187308493012,6.50814410028608,1.54615724796172,0.111687960637004,0.0265340083421595,17.16126117,-0.284922461191801,1.84564810260113,0.0837731334474147,0.0776877243629823
2016-11-02 08:30:00,"C10","elevated","HW","elevated_HW",1323.6,1159.08666666667,28.6261415481567,28.8926666666667,1.79273802219634,6.66067593391068,1.40936022017684,0.113209890837282,0.0239545533005611,16.99675708,0.26652511851,1.85402784706921,0.0760161300923671,0.0876218761178358
2016-11-02 08:30:00,"C12","elevated","HW","elevated_HW",1282.3,89.3176666666667,28.0637063980103,28.591,1.51971408445415,8.96951107052613,1.81534115698893,0.243622617355612,0.0493068307270695,27.16119256,0.527293601989701,1.63834796662074,0.110803150122819,0.080949964514402
2016-11-02 09:00:00,"C03","ambient","HW","ambient_HW",1464.6,1509.06666666667,29.8592128753662,30.1736666666667,2.09772059965117,9.66139737219153,2.83094605436864,0.119282036871203,0.0349515705263855,12.34625099,0.314453791300501,2.17475226100566,0.130173266405045,0.074219520174974
2016-11-02 09:00:00,"C04","elevated","HW","elevated_HW",1430.2,129.933333333333,29.3843097686768,29.9293333333333,1.99228991230001,6.76191646238644,1.1741990852767,0.160209807002838,0.0278202503508447,23.69295863,0.5450235646565,2.1234214303958,0.055297505642007,0.122282486052133
2016-11-02 09:00:00,"C07","ambient","HW","ambient_HW",1453.4,1447.6,29.9191722869873,31.6363333333333,2.0571867366927,6.0348462303875,1.85193927310632,0.0881127614980699,0.0270395428898357,14.6006639,1.717161046346,2.49423540526338,0.074248776566892,0.0812787295552352
2016-11-02 09:00:00,"C09","ambient","HW","ambient_HW",1540.2,1461.4,30.2036209106445,30.2433333333333,2.26172205020816,5.59369926966963,2.36622739979295,0.0959949340732388,0.0406074463954568,17.16126117,0.039712422688801,2.27155155917927,0.104167893096289,0.0536988807530073
2016-11-02 09:00:00,"C10","elevated","HW","elevated_HW",1508.9,344.756666666667,30.1884031295777,30.0223333333333,2.19853907836744,5.73293631337575,1.43497395043467,0.0974413258735584,0.0243899036516661,16.99675708,-0.1660697962444,2.1576758443008,0.0665055390143497,0.0862023885279505
2016-11-02 09:00:00,"C12","elevated","HW","elevated_HW",1404.4,488.972413793103,29.2109622955322,30.0563333333333,1.75057151283687,8.34548955557922,2.03321997608225,0.226673448826556,0.0552246792872085,27.16119256,0.845371037801097,1.95373702937615,0.104068252047794,0.0801924639970557
2016-11-02 09:30:00,"C03","ambient","HW","ambient_HW",1619.8,1619.53333333333,32.2135238647461,31.9896666666667,2.76461967004059,8.62744304648986,1.74830082993924,0.106516577253894,0.0215849608524551,12.34625099,-0.223857198079401,2.70380120309777,0.0646608496192767,0.133426069983433
2016-11-02 09:30:00,"C04","elevated","HW","elevated_HW",1590,417.78,31.9019689559937,31.927,2.64180860798111,5.2939131109427,1.36962304447448,0.12542846432838,0.0324504221314285,23.69295863,0.0250310440063011,2.6485467126671,0.0517122480009145,0.102372519385525
2016-11-02 09:30:00,"C07","ambient","HW","ambient_HW",1608.6,1559.7,32.2460527420044,33.0183333333333,2.8292098985011,5.65002942630634,2.36328998127872,0.0824941806786087,0.0345056027148879,14.6006639,0.772280591328901,3.04457790378017,0.0776229104975254,0.0727881676954958
2016-11-02 09:30:00,"C09","ambient","HW","ambient_HW",1628.2,1151.50666666667,30.2938524881998,32.232,2.46226247670044,4.36131357010631,1.31122435546445,0.0748456412208595,0.0225022636165903,17.16126117,1.9381475118002,2.96761889527989,0.0441843916531871,0.0987071091606106
2016-11-02 09:30:00,"C10","elevated","HW","elevated_HW",1628.2,1189.2,32.482099533081,31.832,2.77038967474332,4.89962150879067,1.31650907866831,0.083277676568858,0.0223763850037399,16.99675708,-0.650099533080997,2.59327952313107,0.0507661849378575,0.0965134865814372
2016-11-02 09:30:00,"C12","elevated","HW","elevated_HW",1570.5,93.7066666666667,31.2489781379699,31.6966666666667,2.276420949142,7.35720525363107,2.16423440514112,0.199830468597317,0.058783187423015,27.16119256,0.447688528696801,2.39433568745205,0.0903897651646419,0.0813942290947451
2016-11-02 10:00:00,"C03","ambient","HW","ambient_HW",1716.8,1472.88,35.5209045410156,33.6476666666667,3.48709259096244,7.58389188882409,2.89769583388349,0.0936326327404474,0.0357756800578029,12.34625099,-1.8732378743489,2.91251158685256,0.0994913066428318,0.0762266789404007
2016-11-02 10:00:00,"C04","elevated","HW","elevated_HW",1695,1035.49333333333,35.1323919296265,35.3043333333333,3.50696758469311,3.45029691443654,1.9912550049489,0.0817477420549615,0.0471787224540346,23.69295863,0.171941403706796,3.56132761218271,0.0559132779061703,0.0617080064636271
2016-11-02 10:00:00,"C07","ambient","HW","ambient_HW",1709.4,1374.45333333333,35.6977434158325,36.4476666666667,3.58652014348765,4.36114127069838,3.03276668589567,0.063675557913886,0.0442804070678795,14.6006639,0.7499232508342,3.83352342421984,0.0791117296097616,0.0551263547417153
2016-11-02 10:00:00,"C09","ambient","HW","ambient_HW",1724.6,733.623333333333,35.6279837290446,34.9433333333333,3.54730992936486,2.91732121716141,2.25140475921748,0.0500649113244893,0.0386369450723121,17.16126117,-0.684650395711301,3.33014619341765,0.0676067844609224,0.0431513085620521
2016-11-02 10:00:00,"C10","elevated","HW","elevated_HW",1724.6,1379.66666666667,35.6689214706421,35.1476666666667,4.46810203202362,3.70955844058871,-0.0255682453284641,0.0630504636887499,-0.00043457725480975,16.99675708,-0.521254803975395,4.30179214824965,-0.000594362638810141,-6.2412375852138
2016-11-02 10:00:00,"C12","elevated","HW","elevated_HW",1680.5,414.843333333333,34.3479022979736,34.754,3.14546772058591,6.05840156822843,2.25398953966849,0.164553411600458,0.0612210439151615,27.16119256,0.4060977020264,3.26979644367253,0.0689336348147984,0.0878874526855479
2016-11-02 10:30:00,"C03","ambient","HW","ambient_HW",1772.8,1737.13333333333,37.3902606964111,35.434,3.93207342267178,5.83077524445919,3.20822083822008,0.0719882146343717,0.0396094997000133,12.34625099,-1.9562606964111,3.27705856774134,0.0978994049664269,0.0595588425328915
2016-11-02 10:30:00,"C04","elevated","HW","elevated_HW",1772.8,179.303333333333,37.2261486053467,37.882,3.92706506408821,1.5561302528124,2.14334083980379,0.0368693297027756,0.0507820858474607,23.69295863,0.655851394653297,4.15881393374154,0.0515373102512307,0.0301942465609221
2016-11-02 10:30:00,"C07","ambient","HW","ambient_HW",1783.1,1712.96666666667,37.5659847259521,38.669,3.9360004765313,2.90012648878795,3.05563431441981,0.04234377213028,0.0446142896261505,14.6006639,1.1030152740479,4.3362588413808,0.0704670644948585,0.0411557726943422
2016-11-02 10:30:00,"C09","ambient","HW","ambient_HW",1790.9,1741.13333333333,31.876051902771,36.789,2.90067458976016,1.8886050472744,1.24871037126596,0.0324108444632561,0.0214294448069828,17.16126117,4.912948097229,4.39191752852168,0.0284320086421631,0.066425312085538
2016-11-02 10:30:00,"C10","elevated","HW","elevated_HW",1790.9,1552.03333333333,37.8155698776245,37.98,4.06521182934361,2.02233635164691,2.58344116027713,0.0343731597029961,0.0439101218317036,16.99675708,0.164430122375499,4.12426102897134,0.0626400982413444,0.0322850124508921
2016-11-02 10:30:00,"C12","elevated","HW","elevated_HW",1761.6,795.32,37.456958770752,38.0036666666667,4.11936349345821,4.09860212272218,2.17405223614596,0.111322921482082,0.059049851421459,27.16119256,0.5467078959147,4.31415594692284,0.0503934550093546,0.0813320325419511
2016-11-02 11:00:00,"C03","ambient","HW","ambient_HW",1817.6,1427.42333333333,39.3073892593384,37.0076666666667,4.42361582805668,4.44863519379398,2.93549295177389,0.0549239666655277,0.0362423327619764,12.34625099,-2.2997225926717,3.58726812700273,0.081830876529059,0.0543637729728365
2016-11-02 11:00:00,"C04","elevated","HW","elevated_HW",1817.6,952.006666666667,39.1879663467407,39.574,4.46710516545921,0.986443634941847,2.17804458546783,0.023371768233504,0.0516043202577849,23.69295863,0.386033653259297,4.61569962310046,0.0471877453759609,0.0209046570689596
2016-11-02 11:00:00,"C07","ambient","HW","ambient_HW",1821.3,1349.67666666667,39.6161069869995,40.8183333333333,4.59561984606067,1.96641154870293,2.48664785993395,0.02871091411169,0.03630670964055,14.6006639,1.2022263463338,5.07673404929006,0.0489812512491507,0.0401462089790331
2016-11-02 11:00:00,"C09","ambient","HW","ambient_HW",1825,898.533333333333,40.2252763112386,38.557,4.78365447518449,1.1084966128723,2.58272696027613,0.019023199879562,0.0443228518960989,17.16126117,-1.6682763112386,4.14106037789478,0.0623687346859968,0.0177732740363127
2016-11-02 11:00:00,"C10","elevated","HW","elevated_HW",1825,477.62,40.0494260787964,39.868,4.64218662888566,1.196280156066,1.20740200606096,0.0203328832122784,0.0205219185949228,16.99675708,-0.181426078796399,4.57045329782197,0.026417554832829,0.0452835307293235
2016-11-02 11:00:00,"C12","elevated","HW","elevated_HW",1811.5,407.413333333333,38.9552783966065,39.6956666666667,4.49906733932076,2.33888296348837,1.59013559201767,0.063526850546611,0.0431899790113015,27.16119256,0.740388270060201,4.78333546609407,0.0332432379725215,0.0703566531461727
2016-11-02 11:30:00,"C03","ambient","HW","ambient_HW",1831.4,1754.3,42.3397626876831,39.8376666666667,5.47570880323307,2.40834128544451,2.61043279334256,0.0297339859796771,0.032229058459134,12.34625099,-2.5020960210164,4.43301488916533,0.0588861724719825,0.0408982479985497
